NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190004431270,2019,2506004,Esperança,25,PB,17,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,508.0,512.0,515.0,401.4,450.1,566.7,477.0,ADCDBCEDDBBACEDBCADAEABCEBDCDBAABDBDCDCAECABD,ABAAACBEDACADBDABACADCEAAEDBCEADDBCEDCBDEADED,99999CBDCACBABEECBCCCABCBEDEBDCDABBAADBBECDDEAEEED,DABEDBACACCBDCACDAEBACBDCEBDCBBCABDECBECBADCB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,120.0,140.0,140.0,160.0,700.0,E,E,C,B,4,C,A,B,C,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,B
190004451624,2019,2506004,Esperança,25,PB,18,M,1,1,1,3550308.0,São Paulo,35.0,SP,2,0,2,,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,0,1,1,0,,509.0,514.0,,,363.2,453.4,,,BDBECAEBDABDBCEEABDECAEBEAEAEBCCADAEBBCACEDDD,99999BAEBDBCBCDEAAEDCDABEBACAACEDBDEDDBCAECBDEACAB,,1,,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,,1.0,160.0,40.0,40.0,120.0,40.0,400.0,B,B,C,B,5,B,A,B,C,A,B,B,B,A,A,B,A,A,B,B,A,D,A,A,B
190003881653,2019,2506004,Esperança,25,PB,16,F,1,1,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,510.0,513.0,517.0,382.4,548.2,555.8,566.9,EDDABBADDCBCADBDCEDBDACABDDACEBCBAEDBBECDBCEC,CECCAEADADBDABAECCDEEEABECBBABDCBACCEEABABCCE,ADBAA99999ABDCADAAEECDDABAADDCCDDEDCAEBEBDECCADBDC,AAECBCECBBEBCABCBBCDDDDBDEAECABEDECBEBEDEACBC,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,140.0,160.0,660.0,C,E,D,D,4,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
190003881679,2019,2506004,Esperança,25,PB,18,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,509.0,514.0,515.0,412.6,464.8,466.1,409.3,EDDBABBCCCCDEDEDAADAECCDAEDBEDABCDBCDCDAEDACD,ADAECEDAADAEEDAABBDEBDCBCBEDCCCBAABBCBDADCEDE,99999DCCDBCBABBDEAABBEADCAECCEBCDBCCEEEADCCEBAEBDC,DCBBDCDDEBBECCCBCDCBCAABBCDBBCBBDDDACBDCDDECE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,40.0,40.0,100.0,0.0,300.0,B,B,F,A,3,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A
190003881749,2019,2506004,Esperança,25,PB,18,M,1,1,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,509.0,514.0,517.0,514.9,514.8,485.1,461.5,DDCCBBDCEEADEDDADBBADAEACDBBCEDBEAADBBBEACCCE,CCAECEACDBACAABAABCCAEEBACBDDBACBDCACBBABEBAA,99999ACEEAEBCBDDEDDBDDBDEBEEADCBDBDCECCEEBCCEBEEAC,CBCDCCCBBACAEEACACCBCDEDABCBCBBEDEECCABDEAEDC,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,100.0,120.0,120.0,580.0,B,D,A,A,3,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190003885029,2019,2506004,Esperança,25,PB,19,F,1,2,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,A,A,A,B,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190003901522,2019,2506004,Esperança,25,PB,18,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,507.0,511.0,517.0,602.6,557.4,580.4,572.5,DEADADCAECAEAEBABBBCEADADDAACEDEABABCBAECCCCD,ECBAABACCBDCBCEAEBCECBCADABCBABAAEDEBEBEEAEAB,99999ABAEBBCBAADDEEEDDAECDAECCDCACEAEBAAADDDEDECCE,CABBCCDEEBAADDBCABABABCBCEBEBDDCCECCABBACBDBE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,140.0,140.0,140.0,120.0,120.0,660.0,B,B,B,B,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190003918097,2019,2506004,Esperança,25,PB,17,F,1,1,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,510.0,513.0,515.0,475.8,455.2,515.7,560.1,DBDDBCDDCAADCDACBDBABBADCABDABEEEADAAABAAEBAC,ADEDAEABABDAAACAEBAAEAEACEBEECDECECCBADBABABA,99999EAACDBBDCBACABCCBDBBAAAECBADBCCBEAABCBABDBCBC,EAAEDEBCAECAADEDAEBBADBEACCDBECCCCBAADEBCBDAB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,140.0,160.0,660.0,B,B,A,A,4,B,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
190005563633,2019,2506004,Esperança,25,PB,18,M,1,0,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,508.0,512.0,517.0,423.1,356.4,409.3,375.0,BDEDCDCDDAEEBEDCEBCDEBCECEDCBEDEDDCCADBBCBEDA,EACDEADABCDACBABDBEEDCACEDECBAABACCDABECEDCBA,BAEED99999EBACDBEECDCECDDEDBAAEBEECCBCADADAECEEDCB,EDCCECEDCDCCBBACBCEDCBACDBCBADADCDBAEBCBAECEC,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,100.0,100.0,120.0,0.0,420.0,B,E,A,B,3,C,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,A
190005578964,2019,2506004,Esperança,25,PB,20,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,505.0,509.0,514.0,518.0,436.8,429.4,453.0,406.4,BACAAEDDBDECBABEAEDBDCCEECABEECDBADEBBDDCCDBE,DDAECADEEBABACBDBDECECCCABEDBCADBCAADBDCEECEA,BDDDE99999AACCCDCADADDCEEBAEDECBADBAACAEECCCABDDEC,AADCAACACEEEEBABEBEBEDECCEAEABAEBDDACCBBBDBED,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,120.0,80.0,560.0,E,E,B,B,2,B,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,B
190005594445,2019,2506004,Esperança,25,PB,17,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,509.0,514.0,515.0,576.8,591.9,588.9,611.6,CAECEEDEABDBBDBABACADBCDADBADDABEBDCAECDDDBDC,DCDCAECCABABBDBDCACDBBABDACEBCDABDCBBBEDBAADB,99999AABDABACDADBDEBDABDDABBDECADCAEECCAACCBCCDBAB,EAEADECBABCBCBDBCDBDACEEBDAEEAEBEAAAEAACDDEAC,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,120.0,140.0,620.0,H,E,B,F,7,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
190002693757,2019,2506004,Esperança,25,PB,17,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,505.0,507.0,511.0,518.0,463.5,424.3,461.1,442.0,BBACBCBCCADBCDCDDACDCCADBEEBCBBBBADCAACCDBADE,BCBABEABDBDEEEECBDEDDBECBDDDCDCBBCCCBBBABBCAB,99999EDDBACABBDDDACBDCDDDDBEBECADDCCAACAACEBEACBCD,BACBACCBACBBEDCABBEBCCCDCCCCDACDCCBDCAEBBDCEC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,100.0,100.0,80.0,100.0,20.0,400.0,B,E,A,A,3,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
190002714733,2019,2506004,Esperança,25,PB,66,F,2,1,1,2506004.0,Esperança,25.0,PB,2,0,2,,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,509.0,514.0,515.0,402.0,414.8,349.2,494.0,EEEDCEDBDADDABAEAABABECDCABDBACBEEEEADDAAAAAD,ECCEEAEBDAACABDAEABCDAECADEBAACCBABACADABAEDB,DBACB99999ACACBEADABACAEAEDEACEBAEAAAACECDECBACCEE,ACBBDADEADDCDEDAAAEBADAACADADEBDCCDDCDCDCDCDE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,40.0,40.0,120.0,0.0,320.0,B,A,A,A,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
190002725213,2019,2506004,Esperança,25,PB,17,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,507.0,511.0,515.0,449.7,536.2,506.1,562.0,ADCEBEEDDDBCEDBBCBACEAADABAEBDAEDDABECCABBBBC,EDBCABAAAADBEAECEDCACEDCEDBACBECCACDACBEEDBCB,99999ECEBDCCBCEDDDEEACCECEEAACECEDAECBBAADCBEBECAC,EBCDDECCABCBCDCACCDECEBBACAEBACEBBDEEADBBBCAB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,140.0,120.0,120.0,120.0,600.0,C,C,C,A,5,D,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190002728364,2019,2506004,Esperança,25,PB,18,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,503.0,509.0,514.0,515.0,448.0,347.8,380.6,394.9,ADABDEEDADACBDDAADAEBBAEEBCCBDDBDDEDDDCBCABCD,CABDABAEBEBDBAEBEBDEEDEDECDCEABEAACDADBDBCDEE,99999EEEEBACADDBCACACEAADBDDABCCBACDBACCDEEBBEBCCE,DBADCBBAABDDDADBCDBBEDBAAEEBBEDCEBDABDBABBCCD,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,80.0,120.0,100.0,100.0,100.0,500.0,B,C,F,C,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
190002735380,2019,2506004,Esperança,25,PB,18,M,1,3,2,,,,,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,507.0,511.0,517.0,423.3,509.1,476.4,424.3,DDCACACEEDBECDCBCEABBAEAEBADDEEACDACCABCDEEED,CAACABAACBECECACBBCADBCAADABBAEEEECBCBDAAAEAE,99999CCAACDCEDEDEEEBACAECDAABCEEEAABBDDEADDDAEAE.A,DBACBAACBEAAEEBCABCAADECCDCCDDAADEDACEEDDACBB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,120.0,80.0,560.0,D,D,F,F,5,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190002735395,2019,2506004,Esperança,25,PB,17,M,1,2,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,504.0,507.0,511.0,516.0,532.3,575.0,540.5,505.2,BDCDEDEDEDCDAADAAEADABCEDECBDECDCEDCDDDCEDBDC,BEEAAAAECBCCECEEEECDCCCADDBBBABDAEABADBEECCCB,99999CAEAEDCBEEDDEAEAADECBBEECDCBDCBEBDABDCBBCDEBE,ADAECAABDCDCBBDABDEACCDDAABEAAADCDDBCEBCDDCAC,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,100.0,120.0,120.0,120.0,80.0,540.0,A,A,A,A,6,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190002735411,2019,2506004,Esperança,25,PB,18,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,1.0,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,509.0,514.0,517.0,510.8,575.1,549.3,615.1,ADCDDCEDDBACAACBDCBCBABDAAAEBEABEEBDCECECEEDB,ACAEEEBCABACACADEABABCAEADEABCCABDCAAEDBBAEEA,99999ABCDABBCCCDEAEBAADDDDEBDECBDEEDABCAADCCEEAEEC,ABDACCEDBEADDDBBADCEDDEDCECACDDDCCABCDEDECCBE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,120.0,160.0,160.0,140.0,740.0,B,B,A,A,5,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190002742313,2019,2506004,Esperança,25,PB,19,F,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,1,1,1,1,506.0,507.0,511.0,517.0,356.5,499.1,494.1,364.1,EACACCDEBBB.DCACCAADAADECDCACEBBAAEBBCADBBCBE,CBBCABABCADBDBADEBAACABCCDDAABCBAADADBAADBBCA,99999EAAABBCBDBCADDBBABAEACCECDCABCAEBBACDABACABDB,BDCBDCBAAECABBACDABABAECCBACAABDAEBAABDCBCAAB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,120.0,100.0,560.0,B,C,B,B,6,B,B,C,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190002753430,2019,2506004,Esperança,25,PB,20,M,1,3,1,2506004.0,Esperança,25.0,PB,2,0,2,,0,25061720.0,2506004.0,Esperança,25.0,PB,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506004,Esperança,25,PB,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,B,C,B,6,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,B,B
